Pokemon,Type,Height,Weight,Abilities,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Simplified Type,image_path
Turtonator,"['Fire', 'Dragon']",2.0,212.0,['Shell Armor'],60,230,324,78,144,280,135,247,405,91,168,309,85,157,295,36,69,188,Fire,/content/Pokemon Images DB/Pokemon Images DB/Turtonator/Turtonator.png
Turtwig,['Grass'],0.4,10.2,"['Overgrow, Shell Armor (hidden ability)']",55,220,314,68,126,258,64,119,249,45,85,207,55,103,229,31,60,177,Grass,/content/Pokemon Images DB/Pokemon Images DB/Turtwig/Turtwig.png
Tympole,['Water'],0.5,4.5,"['Swift Swim', 'Hydration, Water Absorb (hidden ability)']",50,210,304,50,94,218,40,76,196,50,94,218,40,76,196,64,119,249,Water,/content/Pokemon Images DB/Pokemon Images DB/Tympole/Tympole.png
Tynamo,['Electric'],0.2,0.3,['Levitate'],35,180,274,55,103,229,40,76,196,45,85,207,40,76,196,60,112,240,Electric,/content/Pokemon Images DB/Pokemon Images DB/Tynamo/Tynamo.png
Typhlosion,['Fire'],1.7,79.5,"['Blaze, Flash Fire (hidden ability)']",78,266,360,84,155,293,78,144,280,109,200,348,85,157,295,100,184,328,Fire,/content/Pokemon Images DB/Pokemon Images DB/Typhlosion/Typhlosion.png
Hisuian Typhlosion,"['Fire', 'Ghost']",1.6,69.8,"['Blaze, Frisk (hidden ability)']",73,256,350,84,155,293,78,144,280,119,218,370,85,157,295,95,175,317,Fire,/content/Pokemon Images DB/Pokemon Images DB/Hisuian Typhlosion/Hisuian Typhlosion.png
Tyranitar,"['Rock', 'Dark']",2.0,202.0,"['Sand Stream, Unnerve (hidden ability)']",100,310,404,134,245,403,110,202,350,95,175,317,100,184,328,61,114,243,Rock,/content/Pokemon Images DB/Pokemon Images DB/Tyranitar/Tyranitar.png
Mega Tyranitar,"['Rock', 'Dark']",2.5,255.0,['Sand Stream'],100,310,404,164,299,469,150,274,438,95,175,317,120,220,372,71,132,265,Rock,/content/Pokemon Images DB/Pokemon Images DB/Mega Tyranitar/Mega Tyranitar.png
Tyrantrum,"['Rock', 'Dragon']",2.5,270.0,"['Strong Jaw, Rock Head (hidden ability)']",82,274,368,121,222,375,119,218,370,69,128,260,59,110,238,71,132,265,Rock,/content/Pokemon Images DB/Pokemon Images DB/Tyrantrum/Tyrantrum.png
Tyrogue,['Fighting'],0.7,21.0,"['Guts', 'Steadfast, Vital Spirit (hidden ability)']",35,180,274,35,67,185,35,67,185,35,67,185,35,67,185,35,67,185,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Tyrogue/Tyrogue.png
Tyrunt,"['Rock', 'Dragon']",0.8,26.0,"['Strong Jaw, Sturdy (hidden ability)']",58,226,320,89,164,304,77,143,278,45,85,207,45,85,207,48,90,214,Rock,/content/Pokemon Images DB/Pokemon Images DB/Tyrunt/Tyrunt.png
Umbreon,['Dark'],1.0,27.0,"['Synchronize, Inner Focus (hidden ability)']",95,300,394,65,121,251,110,202,350,60,112,240,130,238,394,65,121,251,Dark,/content/Pokemon Images DB/Pokemon Images DB/Umbreon/Umbreon.png
Unfezant,"['Normal', 'Flying']",1.2,29.0,"['Big Pecks', 'Super Luck, Rivalry (hidden ability)']",80,270,364,115,211,361,80,148,284,65,121,251,55,103,229,93,171,313,Normal,/content/Pokemon Images DB/Pokemon Images DB/Unfezant/Unfezant.png
Unown,['Psychic'],0.5,5.0,['Levitate'],48,206,300,72,134,267,48,90,214,72,134,267,48,90,214,48,90,214,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Unown/Unown.png
Ursaluna,"['Ground', 'Normal']",2.4,290.0,"['Guts', 'Bulletproof, Unnerve (hidden ability)']",130,370,464,140,256,416,105,193,339,45,85,207,80,148,284,50,94,218,Ground,/content/Pokemon Images DB/Pokemon Images DB/Ursaluna/Ursaluna.png
Ursaring,['Normal'],1.8,125.8,"['Guts', 'Quick Feet, Unnerve (hidden ability)']",90,290,384,130,238,394,75,139,273,75,139,273,75,139,273,55,103,229,Normal,/content/Pokemon Images DB/Pokemon Images DB/Ursaring/Ursaring.png
Urshifu Single Strike Style,"['Fighting', 'Dark']",1.9,105.0,['Unseen Fist'],100,310,404,130,238,394,100,184,328,63,117,247,60,112,240,97,179,322,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Urshifu (Single Strike Style)/Urshifu (Single Strike Style).png
Urshifu Rapid Strike Style,"['Fighting', 'Water']",1.9,105.0,['Unseen Fist'],100,310,404,130,238,394,100,184,328,63,117,247,60,112,240,97,179,322,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Urshifu (Rapid Strike Style)/Urshifu (Rapid Strike Style).png
Uxie,['Psychic'],0.3,0.3,['Levitate'],75,260,354,75,139,273,130,238,394,75,139,273,130,238,394,95,175,317,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Uxie/Uxie.png
Vanillish,['Ice'],1.1,41.0,"['Ice Body', 'Snow Cloak, Weak Armor (hidden ability)']",51,212,306,65,121,251,65,121,251,80,148,284,75,139,273,59,110,238,Ice,/content/Pokemon Images DB/Pokemon Images DB/Vanillish/Vanillish.png
Vanillite,['Ice'],0.4,5.7,"['Ice Body', 'Snow Cloak, Weak Armor (hidden ability)']",36,182,276,50,94,218,50,94,218,65,121,251,60,112,240,44,83,205,Ice,/content/Pokemon Images DB/Pokemon Images DB/Vanillite/Vanillite.png
Vanilluxe,['Ice'],1.3,57.5,"['Ice Body', 'Snow Warning, Weak Armor (hidden ability)']",71,252,346,95,175,317,85,157,295,110,202,350,95,175,317,79,146,282,Ice,/content/Pokemon Images DB/Pokemon Images DB/Vanilluxe/Vanilluxe.png
Vaporeon,['Water'],1.0,29.0,"['Water Absorb, Hydration (hidden ability)']",130,370,464,65,121,251,60,112,240,110,202,350,95,175,317,65,121,251,Water,/content/Pokemon Images DB/Pokemon Images DB/Vaporeon/Vaporeon.png
Varoom,"['Steel', 'Poison']",1.0,35.0,"['Overcoat, Slow Start (hidden ability)']",45,200,294,70,130,262,63,117,247,30,58,174,45,85,207,47,89,212,Steel,/content/Pokemon Images DB/Pokemon Images DB/Varoom/Varoom.png
Veluza,"['Water', 'Psychic']",2.5,90.0,"['Mold Breaker, Sharpness (hidden ability)']",90,290,384,102,188,333,73,135,269,78,144,280,65,121,251,70,130,262,Water,/content/Pokemon Images DB/Pokemon Images DB/Veluza/Veluza.png
Venipede,"['Bug', 'Poison']",0.4,5.3,"['Poison Point', 'Swarm, Speed Boost (hidden ability)']",30,170,264,45,85,207,59,110,238,30,58,174,39,74,194,57,107,234,Bug,/content/Pokemon Images DB/Pokemon Images DB/Venipede/Venipede.png
Venomoth,"['Bug', 'Poison']",1.5,12.5,"['Shield Dust', 'Tinted Lens, Wonder Skin (hidden ability)']",70,250,344,65,121,251,60,112,240,90,166,306,75,139,273,90,166,306,Bug,/content/Pokemon Images DB/Pokemon Images DB/Venomoth/Venomoth.png
Venonat,"['Bug', 'Poison']",1.0,30.0,"['Compound Eyes', 'Tinted Lens, Run Away (hidden ability)']",60,230,324,55,103,229,50,94,218,40,76,196,55,103,229,45,85,207,Bug,/content/Pokemon Images DB/Pokemon Images DB/Venonat/Venonat.png
Venusaur,"['Grass', 'Poison']",2.0,100.0,"['Overgrow, Chlorophyll (hidden ability)']",80,270,364,82,152,289,83,153,291,100,184,328,100,184,328,80,148,284,Grass,/content/Pokemon Images DB/Pokemon Images DB/Venusaur/Venusaur.png
Mega Venusaur,"['Grass', 'Poison']",2.4,155.5,['Thick Fat'],80,270,364,100,184,328,123,225,379,122,224,377,120,220,372,80,148,284,Grass,/content/Pokemon Images DB/Pokemon Images DB/Mega Venusaur/Mega Venusaur.png
Vespiquen,"['Bug', 'Flying']",1.2,38.5,"['Pressure, Unnerve (hidden ability)']",70,250,344,80,148,284,102,188,333,80,148,284,102,188,333,40,76,196,Bug,/content/Pokemon Images DB/Pokemon Images DB/Vespiquen/Vespiquen.png
Vibrava,"['Ground', 'Dragon']",1.1,15.3,['Levitate'],50,210,304,70,130,262,50,94,218,50,94,218,50,94,218,70,130,262,Ground,/content/Pokemon Images DB/Pokemon Images DB/Vibrava/Vibrava.png
Victini,"['Psychic', 'Fire']",0.4,4.0,['Victory Star'],100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Victini/Victini.png
Victreebel,"['Grass', 'Poison']",1.7,15.5,"['Chlorophyll, Gluttony (hidden ability)']",80,270,364,105,193,339,65,121,251,100,184,328,70,130,262,70,130,262,Grass,/content/Pokemon Images DB/Pokemon Images DB/Victreebel/Victreebel.png
Vigoroth,['Normal'],1.4,46.5,['Vital Spirit'],80,270,364,80,148,284,80,148,284,55,103,229,55,103,229,90,166,306,Normal,/content/Pokemon Images DB/Pokemon Images DB/Vigoroth/Vigoroth.png
Vikavolt,"['Bug', 'Electric']",1.5,45.0,['Levitate'],77,264,358,70,130,262,90,166,306,145,265,427,75,139,273,43,81,203,Bug,/content/Pokemon Images DB/Pokemon Images DB/Vikavolt/Vikavolt.png
Vileplume,"['Grass', 'Poison']",1.2,18.6,"['Chlorophyll, Effect Spore (hidden ability)']",75,260,354,80,148,284,85,157,295,110,202,350,90,166,306,50,94,218,Grass,/content/Pokemon Images DB/Pokemon Images DB/Vileplume/Vileplume.png
Virizion,"['Grass', 'Fighting']",2.0,200.0,['Justified'],91,292,386,90,166,306,72,134,267,90,166,306,129,236,392,108,198,346,Grass,/content/Pokemon Images DB/Pokemon Images DB/Virizion/Virizion.png
Vivillon,"['Bug', 'Flying']",1.2,17.0,"['Shield Dust', 'Compound Eyes, Friend Guard (hidden ability)']",80,270,364,52,98,223,50,94,218,90,166,306,50,94,218,89,164,304,Bug,/content/Pokemon Images DB/Pokemon Images DB/Vivillon/Vivillon.png
Volbeat,['Bug'],0.7,17.7,"['Illuminate', 'Swarm, Prankster (hidden ability)']",65,240,334,73,135,269,75,139,273,47,89,212,85,157,295,85,157,295,Bug,/content/Pokemon Images DB/Pokemon Images DB/Volbeat/Volbeat.png
Volcanion,"['Fire', 'Water']",1.7,195.0,['Water Absorb'],80,270,364,110,202,350,120,220,372,130,238,394,90,166,306,70,130,262,Fire,/content/Pokemon Images DB/Pokemon Images DB/Volcanion/Volcanion.png
Volcarona,"['Bug', 'Fire']",1.6,46.0,"['Flame Body, Swarm (hidden ability)']",85,280,374,60,112,240,65,121,251,135,247,405,105,193,339,100,184,328,Bug,/content/Pokemon Images DB/Pokemon Images DB/Volcarona/Volcarona.png
Voltorb,['Electric'],0.5,10.4,"['Soundproof', 'Static, Aftermath (hidden ability)']",40,190,284,30,58,174,50,94,218,55,103,229,55,103,229,100,184,328,Electric,/content/Pokemon Images DB/Pokemon Images DB/Voltorb/Voltorb.png
Hisuian Voltorb,"['Electric', 'Grass']",0.5,13.0,"['Soundproof', 'Static, Aftermath (hidden ability)']",40,190,284,30,58,174,50,94,218,55,103,229,55,103,229,100,184,328,Electric,/content/Pokemon Images DB/Pokemon Images DB/Hisuian Voltorb/Hisuian Voltorb.png
Vullaby,"['Dark', 'Flying']",0.5,9.0,"['Big Pecks', 'Overcoat, Weak Armor (hidden ability)']",70,250,344,55,103,229,75,139,273,45,85,207,65,121,251,60,112,240,Dark,/content/Pokemon Images DB/Pokemon Images DB/Vullaby/Vullaby.png
Vulpix,['Fire'],0.6,9.9,"['Flash Fire, Drought (hidden ability)']",38,186,280,41,78,199,40,76,196,50,94,218,65,121,251,65,121,251,Fire,/content/Pokemon Images DB/Pokemon Images DB/Vulpix/Vulpix.png
Alolan Vulpix,['Ice'],0.6,9.9,"['Snow Cloak, Snow Warning (hidden ability)']",38,186,280,41,78,199,40,76,196,50,94,218,65,121,251,65,121,251,Ice,/content/Pokemon Images DB/Pokemon Images DB/Alolan Vulpix/Alolan Vulpix.png
Wailmer,['Water'],2.0,130.0,"['Water Veil', 'Oblivious, Pressure (hidden ability)']",130,370,464,70,130,262,35,67,185,70,130,262,35,67,185,60,112,240,Water,/content/Pokemon Images DB/Pokemon Images DB/Wailmer/Wailmer.png
Wailord,['Water'],14.5,398.0,"['Water Veil', 'Oblivious, Pressure (hidden ability)']",170,450,544,90,166,306,45,85,207,90,166,306,45,85,207,60,112,240,Water,/content/Pokemon Images DB/Pokemon Images DB/Wailord/Wailord.png
Walking Wake,"['Water', 'Dragon']",3.5,280.0,['Protosynthesis'],99,308,402,83,153,291,91,168,309,125,229,383,83,153,291,109,200,348,Water,/content/Pokemon Images DB/Pokemon Images DB/Walking Wake/Walking Wake.png
Walrein,"['Ice', 'Water']",1.4,150.6,"['Thick Fat', 'Ice Body, Oblivious (hidden ability)']",110,330,424,80,148,284,90,166,306,95,175,317,90,166,306,65,121,251,Ice,/content/Pokemon Images DB/Pokemon Images DB/Walrein/Walrein.png
Wartortle,['Water'],1.0,22.5,"['Torrent, Rain Dish (hidden ability)']",59,228,322,63,117,247,80,148,284,65,121,251,80,148,284,58,108,236,Water,/content/Pokemon Images DB/Pokemon Images DB/Wartortle/Wartortle.png
Watchog,['Normal'],1.1,27.0,"['Illuminate', 'Keen Eye, Analytic (hidden ability)']",60,230,324,85,157,295,69,128,260,60,112,240,69,128,260,77,143,278,Normal,/content/Pokemon Images DB/Pokemon Images DB/Watchog/Watchog.png
Wattrel,"['Electric', 'Flying']",0.4,3.6,"['Wind Power', 'Volt Absorb, Competitive (hidden ability)']",40,190,284,40,76,196,35,67,185,55,103,229,40,76,196,70,130,262,Electric,/content/Pokemon Images DB/Pokemon Images DB/Wattrel/Wattrel.png
Weavile,"['Dark', 'Ice']",1.1,34.0,"['Pressure, Pickpocket (hidden ability)']",70,250,344,120,220,372,65,121,251,45,85,207,85,157,295,125,229,383,Dark,/content/Pokemon Images DB/Pokemon Images DB/Weavile/Weavile.png
Weedle,"['Bug', 'Poison']",0.3,3.2,"['Shield Dust, Run Away (hidden ability)']",40,190,284,35,67,185,30,58,174,20,40,152,20,40,152,50,94,218,Bug,/content/Pokemon Images DB/Pokemon Images DB/Weedle/Weedle.png
Weepinbell,"['Grass', 'Poison']",1.0,6.4,"['Chlorophyll, Gluttony (hidden ability)']",65,240,334,90,166,306,50,94,218,85,157,295,45,85,207,55,103,229,Grass,/content/Pokemon Images DB/Pokemon Images DB/Weepinbell/Weepinbell.png
Weezing,['Poison'],1.2,9.5,"['Levitate', 'Neutralizing Gas, Stench (hidden ability)']",65,240,334,90,166,306,120,220,372,85,157,295,70,130,262,60,112,240,Poison,/content/Pokemon Images DB/Pokemon Images DB/Weezing/Weezing.png
Galarian Weezing,"['Poison', 'Fairy']",3.0,16.0,"['Levitate', 'Neutralizing Gas, Misty Surge (hidden ability)']",65,240,334,90,166,306,120,220,372,85,157,295,70,130,262,60,112,240,Poison,/content/Pokemon Images DB/Pokemon Images DB/Galarian Weezing/Galarian Weezing.png
Whimsicott,"['Grass', 'Fairy']",0.7,6.6,"['Prankster', 'Infiltrator, Chlorophyll (hidden ability)']",60,230,324,67,125,256,85,157,295,77,143,278,75,139,273,116,213,364,Grass,/content/Pokemon Images DB/Pokemon Images DB/Whimsicott/Whimsicott.png
Whirlipede,"['Bug', 'Poison']",1.2,58.5,"['Poison Point', 'Swarm, Speed Boost (hidden ability)']",40,190,284,55,103,229,99,182,326,40,76,196,79,146,282,47,89,212,Bug,/content/Pokemon Images DB/Pokemon Images DB/Whirlipede/Whirlipede.png
Whiscash,"['Water', 'Ground']",0.9,23.6,"['Oblivious', 'Anticipation, Hydration (hidden ability)']",110,330,424,78,144,280,73,135,269,76,141,276,71,132,265,60,112,240,Water,/content/Pokemon Images DB/Pokemon Images DB/Whiscash/Whiscash.png
Whismur,['Normal'],0.6,16.3,"['Soundproof, Rattled (hidden ability)']",64,238,332,51,96,221,23,45,159,51,96,221,23,45,159,28,54,170,Normal,/content/Pokemon Images DB/Pokemon Images DB/Whismur/Whismur.png
Wigglytuff,"['Normal', 'Fairy']",1.0,12.0,"['Cute Charm', 'Competitive, Frisk (hidden ability)']",140,390,484,70,130,262,45,85,207,85,157,295,50,94,218,45,85,207,Normal,/content/Pokemon Images DB/Pokemon Images DB/Wigglytuff/Wigglytuff.png
Wiglett,['Water'],1.2,1.8,"['Gooey', 'Rattled, Sand Veil (hidden ability)']",10,130,224,55,103,229,25,49,163,35,67,185,25,49,163,95,175,317,Water,/content/Pokemon Images DB/Pokemon Images DB/Wiglett/Wiglett.png
Wimpod,"['Bug', 'Water']",0.5,12.0,['Wimp Out'],25,160,254,35,67,185,40,76,196,20,40,152,30,58,174,80,148,284,Bug,/content/Pokemon Images DB/Pokemon Images DB/Wimpod/Wimpod.png
Wingull,"['Water', 'Flying']",0.6,9.5,"['Keen Eye', 'Hydration, Rain Dish (hidden ability)']",40,190,284,30,58,174,30,58,174,55,103,229,30,58,174,85,157,295,Water,/content/Pokemon Images DB/Pokemon Images DB/Wingull/Wingull.png
Wishiwashi Solo Form,['Water'],0.2,0.3,['Schooling'],45,200,294,20,40,152,20,40,152,25,49,163,25,49,163,40,76,196,Water,/content/Pokemon Images DB/Pokemon Images DB/Wishiwashi (Solo Form)/Wishiwashi (Solo Form).png
Wishiwashi School Form,['Water'],8.2,78.6,['Schooling'],45,200,294,140,256,416,130,238,394,140,256,416,135,247,405,30,58,174,Water,/content/Pokemon Images DB/Pokemon Images DB/Wishiwashi (School Form)/Wishiwashi (School Form).png
Wo-Chien,"['Dark', 'Grass']",1.5,74.2,['Tablets of Ruin'],85,280,374,85,157,295,100,184,328,95,175,317,135,247,405,70,130,262,Dark,/content/Pokemon Images DB/Pokemon Images DB/Wo-Chien/Wo-Chien.png
Wobbuffet,['Psychic'],1.3,28.5,"['Shadow Tag, Telepathy (hidden ability)']",190,490,584,33,63,181,58,108,236,33,63,181,58,108,236,33,63,181,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Wobbuffet/Wobbuffet.png
Woobat,"['Psychic', 'Flying']",0.4,2.1,"['Unaware', 'Klutz, Simple (hidden ability)']",65,240,334,45,85,207,43,81,203,55,103,229,43,81,203,72,134,267,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Woobat/Woobat.png
Wooloo,['Normal'],0.6,6.0,"['Fluffy', 'Run Away, Bulletproof (hidden ability)']",42,194,288,40,76,196,55,103,229,40,76,196,45,85,207,48,90,214,Normal,/content/Pokemon Images DB/Pokemon Images DB/Wooloo/Wooloo.png
Wooper,"['Water', 'Ground']",0.4,8.5,"['Damp', 'Water Absorb, Unaware (hidden ability)']",55,220,314,45,85,207,45,85,207,25,49,163,25,49,163,15,31,141,Water,/content/Pokemon Images DB/Pokemon Images DB/Wooper/Wooper.png
Paldean Wooper,"['Poison', 'Ground']",0.4,11.0,"['Poison Point', 'Water Absorb, Unaware (hidden ability)']",55,220,314,45,85,207,45,85,207,25,49,163,25,49,163,15,31,141,Poison,/content/Pokemon Images DB/Pokemon Images DB/Paldean Wooper/Paldean Wooper.png
Wormadam Plant Cloak,"['Bug', 'Grass']",0.5,6.5,"['Anticipation, Overcoat (hidden ability)']",60,230,324,59,110,238,85,157,295,79,146,282,105,193,339,36,69,188,Bug,/content/Pokemon Images DB/Pokemon Images DB/Wormadam (Plant Cloak)/Wormadam (Plant Cloak).png
Wormadam Sandy Cloak,"['Bug', 'Ground']",0.5,6.5,"['Anticipation, Overcoat (hidden ability)']",60,230,324,79,146,282,105,193,339,59,110,238,85,157,295,36,69,188,Bug,/content/Pokemon Images DB/Pokemon Images DB/Wormadam (Sandy Cloak)/Wormadam (Sandy Cloak).png
Wormadam Trash Cloak,"['Bug', 'Steel']",0.5,6.5,"['Anticipation, Overcoat (hidden ability)']",60,230,324,69,128,260,95,175,317,69,128,260,95,175,317,36,69,188,Bug,/content/Pokemon Images DB/Pokemon Images DB/Wormadam (Trash Cloak)/Wormadam (Trash Cloak).png
Wugtrio,['Water'],1.2,5.4,"['Gooey', 'Rattled, Sand Veil (hidden ability)']",35,180,274,100,184,328,50,94,218,50,94,218,70,130,262,120,220,372,Water,/content/Pokemon Images DB/Pokemon Images DB/Wugtrio/Wugtrio.png
Wurmple,['Bug'],0.3,3.6,"['Shield Dust, Run Away (hidden ability)']",45,200,294,45,85,207,35,67,185,20,40,152,30,58,174,20,40,152,Bug,/content/Pokemon Images DB/Pokemon Images DB/Wurmple/Wurmple.png
Wynaut,['Psychic'],0.6,14.0,"['Shadow Tag, Telepathy (hidden ability)']",95,300,394,23,45,159,48,90,214,23,45,159,48,90,214,23,45,159,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Wynaut/Wynaut.png
Wyrdeer,"['Normal', 'Psychic']",1.8,95.1,"['Intimidate', 'Frisk, Sap Sipper (hidden ability)']",103,316,410,105,193,339,72,134,267,105,193,339,75,139,273,65,121,251,Normal,/content/Pokemon Images DB/Pokemon Images DB/Wyrdeer/Wyrdeer.png
Xatu,"['Psychic', 'Flying']",1.5,15.0,"['Synchronize', 'Early Bird, Magic Bounce (hidden ability)']",65,240,334,75,139,273,70,130,262,95,175,317,70,130,262,95,175,317,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Xatu/Xatu.png
Xerneas,['Fairy'],3.0,215.0,['Fairy Aura'],126,362,456,131,240,397,95,175,317,131,240,397,98,180,324,99,182,326,Fairy,/content/Pokemon Images DB/Pokemon Images DB/Xerneas/Xerneas.png
Xurkitree,['Electric'],3.8,100.0,['Beast Boost'],83,276,370,89,164,304,71,132,265,173,315,489,71,132,265,83,153,291,Electric,/content/Pokemon Images DB/Pokemon Images DB/Xurkitree/Xurkitree.png
Yamask,['Ghost'],0.5,1.5,['Mummy'],38,186,280,30,58,174,85,157,295,55,103,229,65,121,251,30,58,174,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Yamask/Yamask.png
Galarian Yamask,"['Ground', 'Ghost']",0.5,1.5,['Wandering Spirit'],38,186,280,55,103,229,85,157,295,30,58,174,65,121,251,30,58,174,Ground,/content/Pokemon Images DB/Pokemon Images DB/Galarian Yamask/Galarian Yamask.png
Yamper,['Electric'],0.3,13.5,"['Ball Fetch, Rattled (hidden ability)']",59,228,322,45,85,207,50,94,218,40,76,196,50,94,218,26,51,166,Electric,/content/Pokemon Images DB/Pokemon Images DB/Yamper/Yamper.png
Yanma,"['Bug', 'Flying']",1.2,38.0,"['Speed Boost', 'Compound Eyes, Frisk (hidden ability)']",65,240,334,65,121,251,45,85,207,75,139,273,45,85,207,95,175,317,Bug,/content/Pokemon Images DB/Pokemon Images DB/Yanma/Yanma.png
Yanmega,"['Bug', 'Flying']",1.9,51.5,"['Speed Boost', 'Tinted Lens, Frisk (hidden ability)']",86,282,376,76,141,276,86,159,298,116,213,364,56,105,232,95,175,317,Bug,/content/Pokemon Images DB/Pokemon Images DB/Yanmega/Yanmega.png
Yungoos,['Normal'],0.4,6.0,"['Strong Jaw', 'Stakeout, Adaptability (hidden ability)']",48,206,300,70,130,262,30,58,174,30,58,174,30,58,174,45,85,207,Normal,/content/Pokemon Images DB/Pokemon Images DB/Yungoos/Yungoos.png
Yveltal,"['Dark', 'Flying']",5.8,203.0,['Dark Aura'],126,362,456,131,240,397,95,175,317,131,240,397,98,180,324,99,182,326,Dark,/content/Pokemon Images DB/Pokemon Images DB/Yveltal/Yveltal.png
Zacian Hero of Many Battles,['Fairy'],2.8,110.0,['Intrepid Sword'],92,294,388,120,220,372,115,211,361,80,148,284,115,211,361,138,252,412,Fairy,/content/Pokemon Images DB/Pokemon Images DB/Zacian (Hero of Many Battles)/Zacian (Hero of Many Battles).png
Zacian Crowned Sword,"['Fairy', 'Steel']",2.8,355.0,['Intrepid Sword'],92,294,388,150,274,438,115,211,361,80,148,284,115,211,361,148,270,434,Fairy,/content/Pokemon Images DB/Pokemon Images DB/Zacian (Crowned Sword)/Zacian (Crowned Sword).png
Zamazenta Hero of Many Battles,['Fighting'],2.9,210.0,['Dauntless Shield'],92,294,388,120,220,372,115,211,361,80,148,284,115,211,361,138,252,412,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Zamazenta (Hero of Many Battles)/Zamazenta (Hero of Many Battles).png
